Link,Location Name,Host Name,Address,Phone Number,Web Site,Review Count
https://www.splacer.co/venue/photo-video-film-cinema-art-music-space-brooklyn,PHOTO - VIDEO - FILM - CINEMA -ART - MUSIC-SPACE - BROOKLYN,Barton,New York | Williamsburg,,,1
https://www.splacer.co/venue/romantic-williamsburg-studio,Romantic Williamsburg Studio,Krystle,New York | Williamsburg,,,0
https://www.splacer.co/venue/vacant-east-village-mansion-spacious,"Vacant East Village Mansion, Spacious",Andrew,New York | Manhattan,,,0
https://www.splacer.co/venue/home-studio-set,Home Studio Set ,MCM,New York | Manhattan,,,0
https://www.splacer.co/venue/led-light-wall-with-rgb-controls,LED Light Wall with RGB Controls,Wilber,New York | East Williamsburg,,,0
https://www.splacer.co/venue/events-on-the-main-w-amazing-private-yard,Events On The Main w/ amazing private yard,Bryanna,Freeport | Hempstead,,,2
https://www.splacer.co/venue/black-owned-williamsburg-art-gallery,Black-Owned Williamsburg Art Gallery ,Nidaa,New York | Williamsburg,,,0
https://www.splacer.co/venue/modern-penthouse-in-downtown-newark,Modern Penthouse in Downtown Newark,Erik,Newark | Central Ward,,,0
https://www.splacer.co/venue/beautiful-townhouse-in-downtown-jersey-cty,Beautiful Townhouse in Downtown Jersey Cty,Mihir,Jersey City | Downtown Jersey City,,,0
https://www.splacer.co/venue/private-creative-space-on-a-major-highway?sponsored=true,Private Creative Space on a Major Highway,Jon,North Bergen,,,3
https://www.splacer.co/venue/greenscreen-cyclorama,Greenscreen Cyclorama,MCM,New York | Manhattan,,,0
https://www.splacer.co/venue/screening-room,Screening Room,MCM,New York | Manhattan,,,0
https://www.splacer.co/venue/kitchen-set,Kitchen Set,MCM,New York | Manhattan,,,0
https://www.splacer.co/venue/rooftop-rental-in-manhattan,Rooftop Rental in Manhattan,Eduard,New York | Manhattan,,,0
https://www.splacer.co/venue/white-cyclormama,White Cyclormama,MCM,New York | Manhattan,,,0
https://www.splacer.co/venue/monsta-house,Monsta House ,Juan,New York | Bushwick,,,0
https://www.splacer.co/venue/convenient-midtown-photography-space,Convenient Midtown Photography Space,Logan,New York | Manhattan,,,0
https://www.splacer.co/venue/modern-art-filled-penthouse-loft?sponsored=true,Modern Art-Filled Penthouse Loft,Gwendolyn,New York | Williamsburg,,,0
https://www.splacer.co/venue/all-day-light-studio-free-equipment?sponsored=true,All Day Light Studio & Free equipment ,Keo,New York | East Williamsburg,,,2
https://www.splacer.co/venue/new-creative-dungeon-space,New Creative Dungeon Space,Whipz,New York | East New York,,,0
https://www.splacer.co/venue/modern-ranch-style-home,Modern Ranch Style Home.,Raquel,Upper Saddle River,,,0
https://www.splacer.co/venue/spacious-lower-east-side-loft-for-events?sponsored=true,Spacious Lower East Side Loft for Events,Laura,New York | Manhattan,,,11
https://www.splacer.co/venue/rustic-corner-bar-in-clinton-hill?sponsored=true,Rustic Corner Bar in Clinton Hill,Chris,New York | Clinton Hill,,,3
https://www.splacer.co/venue/panoramic-modern-design-home?sponsored=true,Panoramic Modern Design Home,Eduard,Edgewater,,,0
https://www.splacer.co/venue/penthouse-duplex-rooftop-skyline-views?sponsored=true,Penthouse Duplex  + Rooftop Skyline views,Eduard,New York | Greenpoint,,,1
https://www.splacer.co/venue/grand-opening-stylish-creative-studio?sponsored=true,Grand Opening!!! Stylish Creative Studio ,Sean-Michael,New York | Brooklyn Navy Yard,,,0
https://www.splacer.co/venue/7-500-sq-ft-lush-industrial-mediterranean?sponsored=true,"7,500 sq./ft Lush Industrial Mediterranean",Eduard,New York | Williamsburg,,,0
https://www.splacer.co/venue/marriage-proposal-romantic-roof-top-event,Marriage Proposal/ Romantic Roof Top Event,Marcella,New York | Bedford-Stuyvesant,,,0
https://www.splacer.co/venue/21-century-loft-space?sponsored=true,21 Century Loft Space,Veronica,New York | Manhattan,,,0
https://www.splacer.co/venue/urban-garden-oasis,Urban Garden Oasis,Grady,Oakland | Piedmont Avenue,,,2
https://www.splacer.co/venue/modern-mansion-w-views-pool-cabana?sponsored=true,"Modern Mansion w/ Views, Pool & Cabana",Toussaint,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/3-700-sqft-starry-night-venue-in-dtla,"3,700 sqft STARRY NIGHT VENUE in DTLA",Atthe,Los Angeles | Downtown,,,5
https://www.splacer.co/venue/historic-loft-5500-sqft-photo-film-events,Historic Loft: 5500 sqft Photo/Film/Events,5Points,Los Angeles | Northeast Los Angeles,,,2
https://www.splacer.co/venue/brand-new-sun-drenched-remi-loft,Brand New // Sun-drenched Remi Loft ,Sasha,Los Angeles | Central LA,,,1
https://www.splacer.co/venue/surprising-delightful-and-memorable,"Surprising, delightful and memorable",Eric,Los Angeles,,,0
https://www.splacer.co/venue/your-next-event-perfect-location,YOUR NEXT EVENT PERFECT LOCATION,BOBY,Los Angeles | Panorama City,,,0
https://www.splacer.co/venue/high-end-showroom-in-west-hollywood,High-end showroom in West Hollywood,Cynthia,West Hollywood | Central LA,,,0
https://www.splacer.co/venue/recording-room-loft-space,Recording Room + Loft Space,Drew,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/violet-cactus-studio,Violet Cactus Studio,Steve,Burbank,,,0
https://www.splacer.co/venue/polo-club-stables-western-horse-red-barn,Polo Club Stables & Western horse Red Barn,Gail,Los Angeles | Sylmar,,,0
https://www.splacer.co/venue/movie-theatre-bar-for-screening-events,Movie Theatre & Bar For Screening & Events,CJ,Los Angeles | Downtown Los Angeles,,,0
https://www.splacer.co/venue/luxury-equestrian-villa-pool-stables,"Luxury Equestrian Villa, Pool, stables",Gail,Los Angeles | Sun Valley,,,0
https://www.splacer.co/venue/historic-carol-shelby-facility,Historic Carol Shelby Facility ,Drew,Marina del Rey | Venice,,,0
https://www.splacer.co/venue/spacious-raw-antique-warehouse,Spacious & Raw Antique Warehouse ,Drew,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/airy-modern-event-and-gallery-space,"Airy, modern event and gallery space ",Kollectiff,Los Angeles | Venice,,,0
https://www.splacer.co/venue/maryland-bungalow,Maryland Bungalow,Roy,Los Angeles | Central LA,,,0
https://www.splacer.co/venue/allure-innovated-a5-wagyu-restaurant,Allure & Innovated A5 Wagyu Restaurant,Damon,Los Angeles | Silver Lake,,,0
https://www.splacer.co/venue/private-coworking-space-with-62-desks,Private Coworking Space with 62 Desks,Lena,Inglewood,,,0
https://www.splacer.co/venue/entire-industrial-creative-space,Entire Industrial Creative Space ,Drew,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/in-burbank-oasis-indoor-outdoor-space,In Burbank Oasis indoor/outdoor Space,Eric,Los Angeles,,,0
https://www.splacer.co/venue/malibu-boho-sanctuary-with-airstream,Malibu Boho Sanctuary  with airstream,Luiza,Malibu | Western Malibu,,,0
https://www.splacer.co/venue/the-hollywood-chateau,The Hollywood Chateau,Darrick,Los Angeles | Central LA,,,0
https://www.splacer.co/venue/boho-chic-rustic-enclave-1-block-to-beach,Boho Chic Rustic Enclave 1 block to Beach,melodie,Los Angeles | Venice,,,2
https://www.splacer.co/venue/contemporary-mansion-with-stunning-yard,Contemporary Mansion with Stunning Yard,Noah,Los Angeles | Brentwood,,,0
https://www.splacer.co/venue/zen-private-outdoor-l-a-nonprofit-park,Zen Private Outdoor L.A NonProfit Park,Jae,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/modern-boho-creative-studio-in-oc,Modern boho creative studio in oc,camryn,Laguna Niguel,,,0
https://www.splacer.co/venue/spacious-home-with-garden-and-pool,Spacious Home with Garden and Pool,Trevor,Los Angeles | Van Nuys,,,0
https://www.splacer.co/venue/downtown-la-produce-district,Downtown LA Produce District ,LELAND,Los Angeles | Downtown Los Angeles,,,0
https://www.splacer.co/venue/classic-california-hacienda?sponsored=true,Classic California Hacienda ,Casie,Los Angeles | Central LA,,,1
https://www.splacer.co/venue/film-shoots-screenings-classes-theater,Film Shoots/Screenings/Classes/Theater,Christianna,Los Angeles | North Hollywood,,,0
https://www.splacer.co/venue/spectacular-sun-drenched-designer-home,Spectacular Sun-Drenched Designer Home,Jihane,Los Angeles | Westwood,,,0
https://www.splacer.co/venue/massive-25-000-sq-ft-24-hour-production,"Massive 25,000 Sq Ft 24-Hour Production ",AJ,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/skyline-views-above-sunset?sponsored=true,Skyline Views Above Sunset,Stephen,Los Angeles | Central LA,,,0
https://www.splacer.co/venue/podcast-recording-studio-space,PodCast Recording Studio Space,AJ,Los Angeles | South Los Angeles,,,0
https://www.splacer.co/venue/chic-arts-district-dance-yoga-studio,"Chic, Arts District Dance/Yoga Studio",Kristen,Santa Ana | Downtown,,,0
https://www.splacer.co/venue/all-american-family-home-ready-for-filming,All-American Family Home ready for filming,Ryan,Santa Clarita,,,0
https://www.splacer.co/venue/music-room-and-rehearsal-space,Music Room and Rehearsal Space,Maria,Los Angeles | Reseda,,,0
https://www.splacer.co/venue/vintage-motorcycle-hot-rod-shop-good-v,Vintage Motorcycle & Hot Rod Shop. GOOD V,Cassandra,Los Angeles | Central LA,,,0
https://www.splacer.co/venue/charming-1917-vintage-church-flex-space,Charming 1917 Vintage Church & Flex Space,Karen,Los Angeles | Glassell Park,,,4
https://www.splacer.co/venue/contemporary-tropical-house-with-pool,Contemporary Tropical House with Pool,Sonia,Los Angeles | Venice,,,2
https://www.splacer.co/venue/gorgeous-deck-w-180-valley-view,Gorgeous Deck w/ 180 Valley View ,Samuel,Los Angeles | Granada Hills,,,0
https://www.splacer.co/venue/violet-cactus-studio-1650564925,Violet Cactus Studio,Steve,Burbank,,,0
https://www.splacer.co/venue/professional-live-stream-podcast-studio,"Professional, Live Stream Podcast Studio",Lena,Inglewood,,,0
https://www.splacer.co/venue/shooting-range-country-shop-mountains,"Shooting Range, Country Shop, Mountains",Gail,California | Sylmar,,,0
https://www.splacer.co/venue/secluded-outdoor-basketball-court,Secluded Outdoor Basketball Court,Paul,Los Angeles | Canoga Park,,,0
https://www.splacer.co/venue/small-hospital-nursing-or-senior-home,Small Hospital Nursing or Senior Home,Gail,Glendora,,,0
https://www.splacer.co/venue/sunny-spacious-and-remote-farmhouse,"Sunny, Spacious and Remote Farmhouse",A,Tehachapi,,,0
https://www.splacer.co/venue/beautiful-modern-house-with-yard,Beautiful modern house with yard ,Barbara,Los Angeles | Northeast Los Angeles,,,0
https://www.splacer.co/venue/unfinished-basement-horror-haunted-scary,Unfinished Basement- horror haunted scary,Brody,Los Angeles | Northeast Los Angeles,,,0
https://www.splacer.co/venue/small-functional-photo-studio-in-south-bay,Small functional photo studio in South Bay,Tiare,Carson,,,0
https://www.splacer.co/venue/adventureland-inspired-home-in-sobe,Adventureland-inspired home in SoBe,Devon,Miami Beach | South Beach,,,0
https://www.splacer.co/venue/multi-use-industrial-photography-studio,Multi-Use  Industrial Photography Studio ,David,Miami | Overtown,,,0
https://www.splacer.co/venue/luxury-brickell-condo-with-water-views,Luxury Brickell Condo with Water Views,Mia,Miami | Brickell,,,0
https://www.splacer.co/venue/bright-fulton-market-west-storefront,Bright Fulton Market West Storefront ,Andrew,Chicago | Near West Side,,,0
https://www.splacer.co/venue/bright-buckhead-pop-up-boutique-1646865063,Bright Buckhead Pop Up Boutique,Lisa,Atlanta | Buckhead,,,0
